group,exe,app,name,exec_num,duration,avg_duration,input_size,throughput
,ac_cuda_fuse_all_o3,Brill,transpose,8,0.20304298400878906,0.025380373001098633,0.95367431640625,38477.07438963674
,ac_cuda_fuse_all_o3,Brill,run_regex,8,82.95095634460449,10.368869543075562,0.95367431640625,94.18215707537362
,ac_cuda_fuse_all_o3,CAV,transpose,8,0.18620681762695312,0.02327585220336914,0.95367431640625,41956.036301804845
,ac_cuda_fuse_all_o3,CAV,run_regex,8,7.355037689208984,0.919379711151123,0.95367431640625,1062.1971402624063
,ac_cuda_fuse_all_o3,Dotstar,transpose,8,0.19302940368652344,0.02412867546081543,0.95367431640625,40473.10850468859
,ac_cuda_fuse_all_o3,Dotstar,run_regex,8,9.928457260131836,1.2410571575164795,0.95367431640625,786.8795519089801
,ac_cuda_fuse_all_o3,Protomata,transpose,8,0.19815444946289062,0.024769306182861328,0.95367431640625,39426.3162960824
,ac_cuda_fuse_all_o3,Protomata,run_regex,8,711.34814453125,88.91851806640625,0.95367431640625,10.98266729176348
,ac_cuda_fuse_all_o3,Snort,transpose,8,0.2043476104736328,0.0255434513092041,0.95367431640625,38231.42331780804
,ac_cuda_fuse_all_o3,Snort,run_regex,8,20.54645347595215,2.5683066844940186,0.95367431640625,380.2359375131994
,ac_cuda_fuse_all_o3,Yara,transpose,8,0.19713783264160156,0.024642229080200195,0.95367431640625,39629.6332130383
,ac_cuda_fuse_all_o3,Yara,run_regex,8,14.128957748413086,1.7661197185516357,0.95367431640625,552.9424136665333
,ac_cuda_fuse_all_o3,Bro217,transpose,8,0.19918441772460938,0.024898052215576172,0.95367431640625,39222.44565737815
,ac_cuda_fuse_all_o3,Bro217,run_regex,8,3.1352386474609375,0.3919048309326172,0.95367431640625,2491.8358308471757
,ac_cuda_fuse_all_o3,ExactMatch,transpose,8,0.21335601806640625,0.02666950225830078,0.95367431640625,36617.20007151797
,ac_cuda_fuse_all_o3,ExactMatch,run_regex,8,3.8036060333251953,0.4754507541656494,0.95367431640625,2053.97192336719
,ac_cuda_fuse_all_o3,Ranges1,transpose,8,0.2087554931640625,0.026094436645507812,0.95367431640625,37424.16490022659
,ac_cuda_fuse_all_o3,Ranges1,run_regex,8,5.750694274902344,0.718836784362793,0.95367431640625,1358.5316183640573
,ac_cuda_fuse_all_o3,TCP,transpose,8,0.21875381469726562,0.027344226837158203,0.95367431640625,35713.662917429596
,ac_cuda_fuse_all_o3,TCP,run_regex,8,3.8732833862304688,0.4841604232788086,0.95367431640625,2017.0225674097214
