group,exe,app,name,exec_num,duration,avg_duration,input_size,throughput
,ac_cuda_fuse_basic,Brill,transpose,8,0.20391273498535156,0.025489091873168945,0.95367431640625,38312.95774911373
,ac_cuda_fuse_basic,Brill,run_regex,8,1533.057258605957,191.63215732574463,0.95367431640625,5.096026228729434
,ac_cuda_fuse_adv,Brill,transpose,8,0.18378067016601562,0.022972583770751953,0.95367431640625,42509.91136849534
,ac_cuda_fuse_adv,Brill,run_regex,8,1211.1265125274658,151.39081406593323,0.95367431640625,6.450606042548201
,ac_cuda_fuse_all,Brill,transpose,8,0.2063884735107422,0.025798559188842773,0.95367431640625,37853.37362647518
,ac_cuda_fuse_all,Brill,run_regex,8,142.79852485656738,17.849815607070923,0.95367431640625,54.70994891471877
,ac_cuda_fuse_all_o2_1,Brill,transpose,8,0.1937274932861328,0.0242159366607666,0.95367431640625,40327.265208872785
,ac_cuda_fuse_all_o2_1,Brill,run_regex,8,158.94185829162598,19.867732286453247,0.95367431640625,49.15319402938936
,ac_cuda_fuse_all_o2_2,Brill,transpose,8,0.3043632507324219,0.038045406341552734,0.95367431640625,25668.341960469752
,ac_cuda_fuse_all_o2_2,Brill,run_regex,8,160.39281272888184,20.04910159111023,0.95367431640625,48.70854165520353
,ac_cuda_fuse_all_o2_4,Brill,transpose,8,0.19423675537109375,0.02427959442138672,0.95367431640625,40221.532660355864
,ac_cuda_fuse_all_o2_4,Brill,run_regex,8,142.46086502075195,17.807608127593994,0.95367431640625,54.83962208752538
,ac_cuda_fuse_all_o2_8,Brill,transpose,8,0.19439315795898438,0.024299144744873047,0.95367431640625,40189.17168704252
,ac_cuda_fuse_all_o2_8,Brill,run_regex,8,148.26838874816895,18.533548593521118,0.95367431640625,52.69160922271425
,ac_cuda_fuse_all_o2_16,Brill,transpose,8,0.19435691833496094,0.024294614791870117,0.95367431640625,40196.66532546934
,ac_cuda_fuse_all_o2_16,Brill,run_regex,8,136.09765434265137,17.01220679283142,0.95367431640625,57.40363445449667
,ac_cuda_fuse_all_o2_32,Brill,transpose,8,0.19577789306640625,0.02447223663330078,0.95367431640625,39904.91407193796
,ac_cuda_fuse_all_o2_32,Brill,run_regex,8,138.05622100830078,17.257027626037598,0.95367431640625,56.58926445285117
,ac_cuda_fuse_all_o3_1,Brill,transpose,8,0.1995067596435547,0.024938344955444336,0.95367431640625,39159.07417852943
,ac_cuda_fuse_all_o3_1,Brill,run_regex,8,150.2699851989746,18.783748149871826,0.95367431640625,51.98975690092308
,ac_cuda_fuse_all_o3_2,Brill,transpose,8,0.1963348388671875,0.024541854858398438,0.95367431640625,39791.71524053781
,ac_cuda_fuse_all_o3_2,Brill,run_regex,8,132.38833045959473,16.54854130744934,0.95367431640625,59.01199881347847
,ac_cuda_fuse_all_o3_4,Brill,transpose,8,0.19797706604003906,0.024747133255004883,0.95367431640625,39461.64147326031
,ac_cuda_fuse_all_o3_4,Brill,run_regex,8,129.93093872070312,16.24136734008789,0.95367431640625,60.12809633272634
,ac_cuda_fuse_all_o3_8,Brill,transpose,8,0.19258499145507812,0.024073123931884766,0.95367431640625,40566.50490244627
,ac_cuda_fuse_all_o3_8,Brill,run_regex,8,143.99534606933594,17.999418258666992,0.95367431640625,54.25522569485102
,ac_cuda_fuse_all_o3_0_sync,Brill,transpose,8,0.1950397491455078,0.024379968643188477,0.95367431640625,40055.93749083192
,ac_cuda_fuse_all_o3_0_sync,Brill,run_regex,8,147.89455604553223,18.48681950569153,0.95367431640625,52.82479767270655
,ac_cuda_fuse_all_o3_1_sync,Brill,transpose,8,0.19540786743164062,0.024425983428955078,0.95367431640625,39980.47828208882
,ac_cuda_fuse_all_o3_1_sync,Brill,run_regex,8,153.94085884094238,19.242607355117798,0.95367431640625,50.7500091841905
,ac_cuda_fuse_all_o3_2_sync,Brill,transpose,8,0.2082653045654297,0.02603316307067871,0.95367431640625,37512.24917804581
,ac_cuda_fuse_all_o3_2_sync,Brill,run_regex,8,148.5574245452881,18.56967806816101,0.95367431640625,52.589091551047595
,ac_cuda_fuse_all_o3_4_sync,Brill,transpose,8,0.1949920654296875,0.024374008178710938,0.95367431640625,40065.73284294546
,ac_cuda_fuse_all_o3_4_sync,Brill,run_regex,8,147.56314659118652,18.445393323898315,0.95367431640625,52.94343594911262
,ac_cuda_fuse_all_o3_8_sync,Brill,transpose,8,0.17734336853027344,0.02216792106628418,0.95367431640625,44052.9581948612
,ac_cuda_fuse_all_o3_8_sync,Brill,run_regex,8,132.75537300109863,16.59442162513733,0.95367431640625,58.848842223021336
,ac_cuda_fuse_basic,CAV,transpose,8,0.2268657684326172,0.02835822105407715,0.95367431640625,34436.662939391135
,ac_cuda_fuse_basic,CAV,run_regex,8,656.9057445526123,82.11321806907654,0.95367431640625,11.892878186536072
,ac_cuda_fuse_adv,CAV,transpose,8,0.21317100524902344,0.02664637565612793,0.95367431640625,36648.98043180659
,ac_cuda_fuse_adv,CAV,run_regex,8,134.20713233947754,16.775891542434692,0.95367431640625,58.21225641151654
,ac_cuda_fuse_all,CAV,transpose,8,0.18004798889160156,0.022505998611450195,0.95367431640625,43391.209466402535
,ac_cuda_fuse_all,CAV,run_regex,8,63.756736755371094,7.969592094421387,0.95367431640625,122.53607065831906
,ac_cuda_fuse_all_o2_1,CAV,transpose,8,0.1955280303955078,0.024441003799438477,0.95367431640625,39955.908031176536
,ac_cuda_fuse_all_o2_1,CAV,run_regex,8,80.5354175567627,10.066927194595337,0.95367431640625,97.0070093011391
,ac_cuda_fuse_all_o2_2,CAV,transpose,8,0.1908416748046875,0.023855209350585938,0.95367431640625,40937.0752378668
,ac_cuda_fuse_all_o2_2,CAV,run_regex,8,62.444679260253906,7.805584907531738,0.95367431640625,125.11073949854784
,ac_cuda_fuse_all_o2_4,CAV,transpose,8,0.1898956298828125,0.023736953735351562,0.95367431640625,41141.02049015669
,ac_cuda_fuse_all_o2_4,CAV,run_regex,8,53.35597610473633,6.669497013092041,0.95367431640625,146.42221116270602
,ac_cuda_fuse_all_o2_8,CAV,transpose,8,0.19009017944335938,0.023761272430419922,0.95367431640625,41098.91433043688
,ac_cuda_fuse_all_o2_8,CAV,run_regex,8,48.57832717895508,6.072290897369385,0.95367431640625,160.8227465556801
,ac_cuda_fuse_all_o2_16,CAV,transpose,8,0.197662353515625,0.024707794189453125,0.95367431640625,39524.47120580516
,ac_cuda_fuse_all_o2_16,CAV,run_regex,8,46.033761978149414,5.754220247268677,0.95367431640625,169.71239508316341
,ac_cuda_fuse_all_o2_32,CAV,transpose,8,0.20501708984375,0.02562713623046875,0.95367431640625,38106.57933908902
,ac_cuda_fuse_all_o2_32,CAV,run_regex,8,42.22921943664551,5.2786524295806885,0.95367431640625,185.00223551895678
,ac_cuda_fuse_all_o3_1,CAV,transpose,8,0.2330760955810547,0.029134511947631836,0.95367431640625,33519.09590094845
,ac_cuda_fuse_all_o3_1,CAV,run_regex,8,10.320053100585938,1.2900066375732422,0.95367431640625,757.0212986168098
,ac_cuda_fuse_all_o3_2,CAV,transpose,8,0.20711708068847656,0.02588963508605957,0.95367431640625,37720.21107110297
,ac_cuda_fuse_all_o3_2,CAV,run_regex,8,10.20545768737793,1.2756822109222412,0.95367431640625,765.5217668152668
,ac_cuda_fuse_all_o3_4,CAV,transpose,8,0.19880294799804688,0.02485036849975586,0.95367431640625,39297.70699414756
,ac_cuda_fuse_all_o3_4,CAV,run_regex,8,10.278329849243164,1.2847912311553955,0.95367431640625,760.0943066227113
,ac_cuda_fuse_all_o3_8,CAV,transpose,8,0.181488037109375,0.022686004638671875,0.95367431640625,43046.91441062721
,ac_cuda_fuse_all_o3_8,CAV,run_regex,8,10.53901481628418,1.3173768520355225,0.95367431640625,741.2931982910441
,ac_cuda_fuse_all_o3_0_sync,CAV,transpose,8,0.2872333526611328,0.0359041690826416,0.95367431640625,27199.139402229852
,ac_cuda_fuse_all_o3_0_sync,CAV,run_regex,8,19.973539352416992,2.496692419052124,0.95367431640625,391.14249418466795
,ac_cuda_fuse_all_o3_1_sync,CAV,transpose,8,0.2008209228515625,0.025102615356445312,0.95367431640625,38902.818934731404
,ac_cuda_fuse_all_o3_1_sync,CAV,run_regex,8,10.033458709716797,1.2541823387145996,0.95367431640625,778.6447551166048
,ac_cuda_fuse_all_o3_2_sync,CAV,transpose,8,0.1981334686279297,0.02476668357849121,0.95367431640625,39430.491244621146
,ac_cuda_fuse_all_o3_2_sync,CAV,run_regex,8,10.158292770385742,1.2697865962982178,0.95367431640625,769.0760816399796
,ac_cuda_fuse_all_o3_4_sync,CAV,transpose,8,0.20017623901367188,0.025022029876708984,0.95367431640625,39028.10862315388
,ac_cuda_fuse_all_o3_4_sync,CAV,run_regex,8,10.747352600097656,1.343419075012207,0.95367431640625,726.9232052486127
,ac_cuda_fuse_all_o3_8_sync,CAV,transpose,8,0.1997699737548828,0.02497124671936035,0.95367431640625,39107.47873244412
,ac_cuda_fuse_all_o3_8_sync,CAV,run_regex,8,10.848690032958984,1.356086254119873,0.95367431640625,720.1330276987495
,ac_cuda_fuse_basic,Dotstar,transpose,8,0.20604705810546875,0.025755882263183594,0.95367431640625,37916.09582700781
,ac_cuda_fuse_basic,Dotstar,run_regex,8,558.3882274627686,69.79852843284607,0.95367431640625,13.991161732579528
,ac_cuda_fuse_adv,Dotstar,transpose,8,0.1799602508544922,0.022495031356811523,0.95367431640625,43412.36446884506
,ac_cuda_fuse_adv,Dotstar,run_regex,8,65.72473526000977,8.21559190750122,0.95367431640625,118.86696795496289
,ac_cuda_fuse_all,Dotstar,transpose,8,0.20925140380859375,0.02615642547607422,0.95367431640625,37335.472344769754
,ac_cuda_fuse_all,Dotstar,run_regex,8,42.157522201538086,5.269690275192261,0.95367431640625,185.31686854487305
,ac_cuda_fuse_all_o2_1,Dotstar,transpose,8,0.2021923065185547,0.025274038314819336,0.95367431640625,38638.95780467328
,ac_cuda_fuse_all_o2_1,Dotstar,run_regex,8,44.03596115112305,5.504495143890381,0.95367431640625,177.4118196986546
,ac_cuda_fuse_all_o2_2,Dotstar,transpose,8,0.1934185028076172,0.02417731285095215,0.95367431640625,40391.68893666118
,ac_cuda_fuse_all_o2_2,Dotstar,run_regex,8,31.86064338684082,3.9825804233551025,0.95367431640625,245.20848198648562
,ac_cuda_fuse_all_o2_4,Dotstar,transpose,8,0.20871734619140625,0.02608966827392578,0.95367431640625,37431.004861644185
,ac_cuda_fuse_all_o2_4,Dotstar,run_regex,8,26.113962173461914,3.2642452716827393,0.95367431640625,299.16946145918007
,ac_cuda_fuse_all_o2_8,Dotstar,transpose,8,0.19927406311035156,0.024909257888793945,0.95367431640625,39204.801056691904
,ac_cuda_fuse_all_o2_8,Dotstar,run_regex,8,23.852235794067383,2.981529474258423,0.95367431640625,327.5374295076839
,ac_cuda_fuse_all_o2_16,Dotstar,transpose,8,0.21599960327148438,0.026999950408935547,0.95367431640625,36169.04791339208
,ac_cuda_fuse_all_o2_16,Dotstar,run_regex,8,21.971256256103516,2.7464070320129395,0.95367431640625,355.57821132006154
,ac_cuda_fuse_all_o2_32,Dotstar,transpose,8,0.19419288635253906,0.024274110794067383,0.95367431640625,40230.61887971084
,ac_cuda_fuse_all_o2_32,Dotstar,run_regex,8,20.384410858154297,2.548051357269287,0.95367431640625,383.25856235745937
,ac_cuda_fuse_all_o3_1,Dotstar,transpose,8,0.18801307678222656,0.02350163459777832,0.95367431640625,41552.96074990109
